"# of shards","engine","sharding","total"
1,0.9540000438690186,0.49340000152587893,1.4474000453948974
2,1.3657999992370606,0.5864000797271729,1.9522000789642333
3,1.4091999530792236,0.538800048828125,1.9480000019073487
4,1.4077999591827393,0.5085999965667725,1.9163999557495117
5,1.580199956893921,0.5188000679016114,2.099000024795532
6,1.62620005607605,0.5075999736785889,2.1338000297546387
