"# of shards","engine","sharding","total"
1,0.06320004463195801,0.03239994049072266,0.09559998512268067
2,0.13520002365112305,0.03440003395080567,0.1696000576019287
3,0.17859997749328613,0.03440003395080567,0.2130000114440918
4,0.21119999885559082,0.03400001525878906,0.2452000141143799
5,0.261799955368042,0.034000062942504884,0.29580001831054686
6,0.29379997253417967,0.0347999095916748,0.3285998821258545
