"%secure","runtime"
1,0.0194000244140625
10,0.02480001449584961
20,0.0305999755859375
30,0.03739995956420898
40,0.04580001831054688
50,0.04979996681213379
60,0.05880007743835449
70,0.06319999694824219
80,0.06999998092651367
90,0.075600004196167
99,0.07820010185241699
