"# of shards","engine","sharding","total"
1,0.48059992790222167,0.07239999771118164,0.5529999256134033
2,0.670799970626831,0.07300004959106446,0.7438000202178955
3,0.8307999610900879,0.10320005416870118,0.9340000152587891
4,0.8929999828338623,0.08880000114440918,0.9817999839782715
5,1.020199966430664,0.08400001525878906,1.1041999816894532
6,1.1805999279022217,0.11160001754760743,1.2921999454498292
